#STARTDIALOGUE				
Sorry to hear that. Well we will definitely get to that but is there anything else ;you wanna talk about today?	any other problems	I'm sorry, I don't understand that question. Would you restate it?	none	False
besides the back is there anything else you want to address today?	any other problems	I hope you can figure out what is wrong with my back and maybe give me something for the pain. I need to get back to work.	what is your goal for this visit	False
So tell me about the back pain 	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
and how would you rate the pain on a scale 1-10	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
okay and any other treatments besides ibuprofen	are you taking any other medication	No.	are you taking any other medication	True
And when it hurts does it radiate anywhere	does the pain radiate	The pain started about four or five days ago.	when did the pain start	False
were you doing anything when it hurt	were you doing anything when the pain started	A few days ago I was helping one of my friends lift some furniture and all of a sudden I felt a sharp pain in my back.	were you doing anything when the pain started	True
does the pain radiate anywhere?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
Any other symptoms? Fever? Naseau?	none	I'm afraid I don't understand that question.	none	True
Any other symptoms?	none	The occasional need to urinate more frequently.	any other problems	False
Does it hurt when you urinate	have you noticed pain while urinating	I haven't had any pain like that.	have you noticed pain while urinating	True
okay any blood in your urine	have you noticed any blood in your urine	I haven't noticed anything like that.	have you noticed any blood in your urine	True
Has this pain ever happened before?	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
okay. I think I have everything about your back that I need	i have all the information i need	[ Happiness1 ]OK Thanks.	i have all the information i need	True
Is there anything else that I may have missed?	did i miss anything	I don't think so.	did i miss anything	True
Okay so now I am going to ask you some questions about your past medical history	none	This back pain is really my first issue.	what is your past medical history	False
okay. have you ever had any surgeries	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
Any hospilizations	have you ever been in the hospital	I'm afraid I don't understand that question.	none	False
okay. any major illnesses	do you have any medical problems	I really don't have any chronic type problems. This back pain is really the worst thing I have had.	do you have any medical problems	True
are you curruently taking any perscription medications	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
okay any supplements or herbal medications	are you taking supplements	I'm taking Saw Palmetto. I'm not sure if it is considered an herbal supplement or what.	are you taking supplements	True
okay. and do you have any allergies	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
okay so I am going to ask you some questions to get to know you better if that is okay	i have more questions	Ok, sure.	i have more questions	True
what do you do for a living	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
Okay and do you enjoy it	what do you do for fun	I'm sorry, I don't understand that question. Would you restate it?	none	False
and do you live alone?	do you live alone	I live by myself.	do you live alone	True
and do you feel safe at home	do you feel safe at home	I feel safe.  My place is in an ok area, nothing that makes me worried.	do you feel safe at home	True
okay. do you drink?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
okay how about tobacco use?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
okay and do you use any illegal drugs	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
okay. and are you sexually active	are you sexually active	I am not currently  sexually active.	are you sexually active	True
